first_name,last_name,credit_score,annual_income,loan_amount,employment_duration,Age,EmploymentStatus,MaritalStatus,Vehicle_Ownership,Children_Count,Previous_Loan_Count,default
Samira,Zaki,789,1243951,340000,13,54,employed,married,Yes,0,5,0
Farida,Rahmani,703,876099.5,70000,14,42,employed,married,Yes,3,1,0
Iman,Dahlab,624,343109,410000,7,53,employed,divorced,Yes,4,2,0
Rachid,Yacine,697,579985,660000,6,44,employed,single,Yes,0,3,1
Yasmin,Hassani,451,468096,820000,8,54,employed,married,Yes,2,1,1
Malika,Mehiaoui,766,1245700,190000,3,24,employed,divorced,No,0,0,0
Salima,Haouas,653,992993,860000,4,39,employed,single,Yes,0,2,0
Fatima,Sahli,671,876099.5,330000,14,46,self-employed,divorced,Yes,2,3,0
Mustafa,Bachir,564,554949,180000,0,63,unemployed,married,No,2,2,1
Salima,Benziane,671,997627,230000,0,52,student,married,Yes,2,4,1
Sara,Achi,685,342356,500000,0,24,student,single,No,0,1,1
Said,Lalaoui,678,506333,540000,3,61,employed,married,Yes,2,3,1
Rachid,Kader,627,967127,500000,5,67,employed,single,Yes,0,5,0
Djamila,Sebaa,485,489149,950000,0,45,unemployed,divorced,No,4,1,1
Djamila,Bouteflika,682,1656870,120000,3,47,employed,single,Yes,0,3,1
Mustafa,Ouchène,671,1267889,510000,0,68,student,married,No,3,3,0
Khaled,Djemai,661,1910394,620000,15,43,employed,single,Yes,0,3,0
Zohra,Salmi,651,929337,610000,8,44,employed,married,No,2,2,1
Sara,Mandi,675,1815370,270000,2,23,employed,single,Yes,0,0,0
Nadia,Messaoudi,569,719489,520000,7,48,employed,married,Yes,1,5,0
Fatima,Benmansour,793,695985,520000,0,47,unemployed,married,No,3,2,0
Djamila,Boumaza,591,286424,660000,0,23,unemployed,divorced,No,1,1,1
Said,Rabah,367,906549,250000,1,47,employed,single,No,0,4,1
Said,Ghaouti,708,1127262,480000,14,38,self-employed,single,Yes,0,3,0
Djamila,Zahra,638,666098,920000,0,61,unemployed,single,Yes,0,4,1
Khaled,Reguigui,762,1785343,180000,17,54,employed,married,Yes,1,4,0
Rachid,Rahal,651,1198246,380000,12,30,employed,married,Yes,1,0,1
Omar,Chouiter,799,744384,640000,24,64,employed,single,No,0,6,0
Amina,Mimoun,700,1444582,70000,28,69,employed,married,No,3,6,1
Amina,Riahi,669,935300,270000,1,60,employed,married,Yes,0,5,0
Iman,Rafik,532,752644,280000,1,50,employed,married,No,1,4,1
Zohra,Gasmia,787,1071777,250000,29,63,employed,married,No,3,6,0
Iman,Selmani,641,667193.18,703501,1,61,self-employed,married,Yes,2,4,0
Karim,Maroc,752,1331261.4,568660,5,45,employed,married,No,0,3,0
Lamine,Zerbo,727,1793867.8,437334,16,59,self-employed,divorced,Yes,3,4,0
Iman,Rachedi,822,859951.27,90354,29,62,self-employed,single,No,0,6,0
Mohamed,Nassif,523,376570.63,592633,0,54,unemployed,divorced,Yes,3,9,1
Nadia,Ighil,699,1796318.7,200081,24,52,employed,married,No,1,2,0
Malika,Mehiaoui,791,1244919.24,183200,3,23,employed,divorced,Yes,1,0,0
Amina,Bensaada,748,1552130.12,493383,0,22,student,divorced,Yes,0,0,1
Sara,Azzam,734,1396872.13,218803,11,58,self-employed,single,No,0,3,0
Amir,Zafour,781,1286923.06,405205,24,42,employed,married,Yes,0,0,0
Malika,Larbi,471,414816.39,578463,0,71,student,married,Yes,1,4,1
Bilal,Mekki,662,632103.42,145056,7,35,employed,married,No,4,1,0
Yasmin,Haffaf,683,751345.52,523534,0,48,student,single,No,0,4,1
Ahmed,Bouziane,716,724871.84,418301,0,53,unemployed,married,No,1,4,0
Karim,Kebir,736,1396906.29,309506,0,33,student,single,Yes,0,4,1
Lamine,Antar,676,1549272.88,72533,0,29,student,married,Yes,2,1,0
Lamine,Harbi,695,816791.4,843600,6,43,employed,single,Yes,0,2,0
Nadia,Kahlouche,513,449111.75,444245,0,48,student,married,Yes,2,1,1
Rachid,Daoudi,729,1316376.7,597711,7,73,employed,married,No,1,8,0
Iman,Sahraoui,668,1412700.08,114883,4,59,self-employed,single,No,0,9,0
Mohamed,Khoualed,300,339182.45,242855,2,64,employed,single,No,0,5,1
Zohra,Merabet,508,708714.3,230392,6,28,employed,married,No,0,1,0
Aisha,Serour,442,453521.19,286720,0,43,student,single,Yes,0,2,1
Sara,Zabar,643,695908.48,701520,0,54,self-employed,single,No,0,4,1
Aisha,Seridi,581,432458.17,426278,7,64,employed,married,Yes,3,7,1
Mehdi,Bakir,501,602981.06,366507,0,24,unemployed,single,No,0,0,1
Nadia,Agha,706,1779719.09,143185,18,63,self-employed,married,Yes,2,2,0
Amina,Hachi,682,749390.87,441364,7,28,self-employed,single,No,0,2,0
Farida,Laroussi,697,1122968.15,332154,12,62,employed,single,Yes,0,7,0
Samira,Sadmi,728,1128149.41,259139,13,65,employed,single,Yes,0,4,1
Omar,Salim,517,343810.39,161263,3,71,self-employed,single,Yes,0,9,1
Sofiane,Khabat,661,756404.25,821545,0,60,employed,married,No,2,5,1
Youssef,Tabti,718,552345.33,911463,0,46,employed,married,No,2,2,1
Mustafa,Lamara,667,1067250.68,527827,28,64,employed,single,Yes,0,6,1
Salima,Ounas,845,1185512.38,191949,5,23,self-employed,married,Yes,0,0,0
Salima,Ferhat,329,618426.81,748118,5,34,employed,married,No,2,3,1
Sofiane,Tazi,734,959393.29,478857,0,49,unemployed,married,Yes,1,4,1
Mehdi,Amrani,300,883406.16,237626,7,56,employed,single,No,0,5,1
Karim,Mecheri,672,823321.27,285834,0,68,student,married,No,2,6,1
Samira,Karoui,627,523207.64,453466,8,68,employed,married,Yes,0,5,0
Omar,Sadji,808,1824127.19,104784,8,63,self-employed,single,Yes,0,0,0
Farida,Lamouri,713,850149.26,628357,11,55,employed,married,No,1,4,1
Djamila,Laouar,714,746033.67,636597,0,29,student,divorced,Yes,2,1,1
Omar,Chouiter,779,777586.2,645549,23,66,employed,single,Yes,0,5,0
Mohamed,Rachidi,702,1385594.42,340256,20,52,employed,married,No,3,2,0
Bilal,Aribi,737,1302969.94,474050,16,37,self-employed,married,No,2,2,0
Zohra,Zahi,596,327870.07,319772,6,24,self-employed,married,No,0,0,0
Samira,Zaki,769,1290548.32,335111,13,51,employed,married,No,0,4,0
Iman,Ghoul,722,1319325.26,360920,6,24,employed,divorced,Yes,0,1,0
Nadia,Remili,777,1276697.19,573392,0,27,student,married,Yes,1,0,1
Khadija,Ghomari,846,646108.85,466388,0,57,unemployed,single,No,0,5,1
Aisha,Hachoud,828,1165858.76,448522,0,45,student,married,Yes,1,2,0
Sara,Kasdi,628,417727.7,873741,7,44,employed,single,No,0,0,1
Farida,Akkouche,561,919248.28,882689,6,24,self-employed,married,No,0,3,1
Aisha,Younes,744,1093415.05,468132,30,71,employed,married,Yes,5,4,0
Youssef,Ameur,675,895007.16,352769,4,32,employed,single,Yes,0,0,0
Ali,Harrouche,720,1515707.36,415453,0,47,unemployed,married,Yes,3,3,0
Said,Azzouz,812,1018188.21,77163,14,53,employed,married,Yes,2,2,0
Sofiane,Zerrouki,814,1209140.81,593882,9,53,employed,single,Yes,0,2,0
Amina,Hachi,712,782488.57,422211,7,28,self-employed,single,Yes,0,0,0
Mohamed,Idris,789,951155.22,281897,27,63,employed,single,Yes,0,3,0
Samira,Karoui,629,567905,458164,8,67,employed,married,No,2,5,0
Sara,Zemmouri,624,1024932.44,704685,0,68,unemployed,married,No,4,10,1
Ahmed,Mebrouk,729,1669859.76,251303,13,31,employed,divorced,Yes,0,1,0
Zohra,Aouameur,546,377800.3,674525,5,28,employed,married,No,1,0,1
Ali,LouCIF,692,885082.56,582048,9,39,self-employed,married,Yes,2,1,0
Rachid,Rahal,657,1224535.9,388730,12,30,employed,married,Yes,0,1,1
Ahmed,Meziane,678,1397255.15,298944,11,47,self-employed,single,No,0,1,1
Djamila,Laouar,709,798248.47,618807,0,31,student,divorced,Yes,0,1,1
Sara,Chih,336,336707.61,923261,0,38,unemployed,married,No,0,1,1
Lamine,Seddiki,828,762946.41,633117,3,21,self-employed,single,Yes,0,0,0
Zohra,Merabet,498,716467.35,246232,6,29,employed,married,No,2,1,0
Nadia,Badani,733,690585.79,99655,23,41,employed,married,Yes,1,4,0
Fatima,Khalfaoui,537,332737.58,780127,0,60,unemployed,married,No,2,3,1
Iman,Kashi,410,380799.64,958148,5,23,employed,married,No,0,0,1
Leila,Djelloul,816,661350.24,199046,4,22,self-employed,single,No,0,0,0
Bilal,Nait,704,727059.94,191092,2,46,employed,divorced,Yes,1,1,0
Said,Lalaoui,654,482294.14,536048,3,58,employed,married,No,2,3,1
Amina,Bahloul,616,777380.77,485617,0,47,student,single,No,0,2,1
Rachid,Hamek,618,945521.69,402781,4,39,employed,married,Yes,4,2,1
Aisha,Khaldoun,635,1475159.81,280797,0,31,unemployed,single,Yes,0,1,1
Mehdi,Haliche,510,680307.15,810094,0,68,student,married,No,4,3,1
Fatima,Taleb,579,772306.04,271325,9,36,employed,married,Yes,2,6,0
Youssef,El Amine,729,1167572.96,138916,15,37,employed,married,No,2,1,0
Zohra,Chibane,843,992964.95,456328,2,24,employed,single,No,0,0,0
Karim,Mecheri,644,788040.45,286395,0,72,student,married,No,0,4,1
Farida,Sekkal,655,1635318.26,376183,3,28,employed,married,Yes,2,0,0
Farida,Touati,469,389708.48,345863,7,54,self-employed,single,Yes,0,5,1
Mustafa,Lamara,687,1090300.07,508085,28,63,employed,single,No,0,3,1
Zohra,Bencherif,792,799086.68,525729,9,38,self-employed,married,No,3,3,0
Sara,Chebout,629,875630.97,795812,6,30,employed,married,Yes,2,0,1
Fatima,Sahnoun,671,874758.16,79205,23,46,employed,divorced,No,0,3,0
Bilal,Chemakh,372,833841.53,816590,5,52,employed,married,Yes,3,3,1
Lamine,Berrabah,354,521211.55,648207,1,71,employed,single,Yes,0,4,1
Amina,Riahi,637,894784.71,272848,1,61,employed,married,Yes,3,6,0
Aisha,Khaldoun,673,1533172.63,284479,0,30,unemployed,single,Yes,0,1,1
Malika,Merbah,747,766732.29,191422,19,52,employed,single,No,0,2,0
Said,Allam,482,493677.25,506310,5,55,employed,single,Yes,0,3,0
Omar,Amazigh,525,769138.27,127796,8,51,employed,married,No,0,3,0
Youssef,Ameur,650,864834.38,380941,4,32,employed,single,No,0,2,0
Farida,Mazouni,818,1538014.29,100930,6,27,employed,married,Yes,0,0,0
Rachid,Boujellal,644,1277953.48,110545,27,60,self-employed,divorced,Yes,1,3,0
Djamila,Boumaza,594,298731.19,662350,0,22,unemployed,divorced,Yes,1,1,1
Khaled,Meziani,440,672992.61,673577,3,23,employed,married,No,0,1,1
Khadija,Nadir,815,1528911.77,509579,16,57,employed,married,Yes,1,2,0
Yasmin,Mokrani,358,838011.69,790866,9,35,employed,divorced,Yes,3,1,1
Sara,Boussaha,850,1455005.44,611061,5,67,self-employed,married,No,2,2,0
Ahmed,Demir,693,1130395.62,219179,15,55,employed,married,No,3,2,0
Lamine,Keffi,762,1189346.34,595606,14,39,employed,married,No,0,0,0
Malika,Larbi,490,445284.86,596439,0,70,student,married,No,2,4,1
Sofiane,Chaib,743,1220393.67,219676,0,44,student,married,Yes,0,4,0
Sofiane,Kaddour,737,884980.14,448908,8,26,employed,single,Yes,0,1,1
Mohamed,Idris,808,929909.55,279088,28,59,employed,single,No,0,3,0
Lamine,Kamel,388,981966.35,899959,0,50,unemployed,married,No,0,5,1
Zohra,Salmi,681,952060.2,597626,8,43,employed,married,Yes,2,1,1
Sara,Kasdi,686,417807.48,876013,7,44,employed,single,Yes,0,2,1
Ahmed,Maza,458,636065.86,851373,0,48,unemployed,married,Yes,1,5,1
Aisha,Leghlimi,440,664347.73,259348,0,32,unemployed,divorced,No,2,1,1
Sofiane,Allaoua,661,1412143.5,571912,25,50,employed,married,No,0,6,0
Khaled,Sadi,848,1704010.64,197945,16,60,employed,married,Yes,3,8,0
Said,Azzouz,768,1038130.7,80991,16,52,employed,married,No,5,4,0
Mustafa,Hamouche,352,483021.87,540380,6,60,employed,divorced,No,2,4,1
Zohra,Ammari,640,1048931.29,359429,4,40,employed,divorced,No,5,2,0
Lamine,Berrabah,374,486944.25,691129,1,70,employed,single,No,0,9,1
Sara,Zabar,678,667453.02,641443,0,52,self-employed,single,No,0,2,1
Bilal,Daoud,617,404140.64,583053,3,69,employed,single,No,0,0,0
Sofiane,Merzoug,382,856926.43,829043,2,53,self-employed,single,Yes,0,2,1
Khadija,Karam,671,781814.57,623416,5,38,employed,divorced,Yes,5,3,1
Zohra,Cherkaoui,321,893572.51,554749,0,68,student,single,Yes,0,8,1
Said,Lalaoui,680,500612.79,515388,3,64,employed,married,No,3,5,1
Youssef,Mimouni,802,840115.45,383058,0,33,student,married,No,0,2,0
Yasmin,Souissi,850,1555410.07,416105,22,68,employed,married,No,2,5,0
Ahmed,Boulahia,687,1705840.92,516947,0,60,unemployed,married,No,2,4,0
Mohamed,Nassif,524,381025.99,581469,0,55,unemployed,divorced,No,5,1,1
Sara,Kasdi,682,387626.29,886844,7,45,employed,single,No,0,4,1
Karim,Maroc,781,1349811.2,573228,5,42,employed,married,No,1,4,0
Nadia,Sellal,632,894387.18,315173,0,54,unemployed,single,No,0,2,0
Sara,Azzam,743,1466053.99,216523,11,57,self-employed,single,Yes,0,4,0
Mohamed,Lasfar,542,327170.9,780033,0,61,student,married,No,1,7,1
Karim,Taibi,459,880422.17,164551,6,39,employed,married,Yes,1,4,0
Ahmed,Tekfa,676,659723.1,429700,0,62,unemployed,married,No,4,4,0
Aisha,Younes,708,1057299.12,433094,29,69,employed,married,No,2,4,0
Farida,Tawati,840,1782252.56,261504,0,24,unemployed,single,Yes,0,1,0
Ali,LouCIF,654,869809.9,608210,9,37,self-employed,married,No,0,3,0
Mohamed,Hammadi,745,1945893.06,390364,6,24,employed,married,Yes,0,1,0
Mustafa,Cherki,436,930357.17,669453,0,27,unemployed,divorced,Yes,2,1,1
Omar,Chouiter,763,727992.5,660820,24,61,employed,single,Yes,0,1,0
Amina,Bensaada,794,1610720.06,500657,0,22,student,divorced,Yes,0,0,0
Sofiane,Baali,850,710175.81,557860,21,50,employed,divorced,No,2,2,0
Sara,Guesmi,799,1176059.31,444042,0,42,unemployed,single,No,0,3,0
Lamine,Khammar,789,998423.72,256535,20,38,employed,married,Yes,2,2,0
Rachid,Bouhired,820,1067612.97,580445,0,48,unemployed,single,No,0,2,0
Sara,Naoufel,433,455956.63,567511,0,65,student,married,No,0,3,1
Ahmed,Zekri,817,1086858.18,389855,4,22,employed,divorced,Yes,1,0,0
Bilal,Chaker,847,765783.83,434430,7,29,employed,single,No,0,0,0
Yasmin,Kermali,346,569193.98,227620,6,38,employed,single,Yes,0,0,1
Zohra,Merabet,488,761035.82,241427,6,30,employed,married,Yes,1,0,0
Nadia,Agha,715,1779984.78,145169,18,64,self-employed,married,Yes,2,2,0
Zohra,Meddah,517,383619.12,313465,3,56,employed,single,No,0,4,1
Leila,Hamidi,689,992857.08,580815,0,40,student,divorced,No,2,3,0
Iman,Sahraoui,683,1349368.16,113237,4,56,self-employed,single,No,0,2,0
Farida,Khadda,455,879871.48,560342,0,54,unemployed,married,Yes,2,6,1
Mohamed,Lekhal,626,890021.12,371333,2,64,employed,married,Yes,4,5,1
Leila,Makhlouf,509,1047043.63,418209,3,59,employed,single,Yes,0,2,1
Lamine,Merad,713,831481.09,490817,5,56,employed,married,Yes,0,5,1
Salima,Ounas,850,1257444.25,196964,4,22,self-employed,married,Yes,0,1,0
Khaled,Idir,776,1388127.95,590061,16,46,employed,single,Yes,0,1,0
Mohamed,Tahraoui,767,1330062.96,321736,15,57,self-employed,married,Yes,1,0,0
Farida,Reda,497,299966.61,498549,0,43,employed,single,No,0,3,0
Ali,Safir,318,828941.56,241903,1,45,employed,married,Yes,1,3,1
Bilal,Meksen,643,317909.02,942554,8,27,self-employed,married,No,2,2,1
Farida,Nemdil,806,1231567.14,364410,10,30,employed,single,No,0,4,0
Malika,Merbah,768,806873.98,189058,18,50,employed,single,Yes,0,4,0
Sofiane,Charef,349,282974.8,242546,0,46,student,single,No,0,1,1
Said,Souag,309,636348.11,213540,2,52,employed,married,No,4,4,1
Fatima,Sahli,656,907584.92,321966,13,44,self-employed,divorced,No,4,2,0
Youssef,Ameur,668,896978.03,374065,4,33,employed,single,Yes,0,1,0
Mehdi,Amrani,308,945850.69,231313,7,61,employed,single,No,0,3,1
Rachid,Amrouche,659,758511.5,199527,20,67,employed,married,No,5,2,0
Leila,Benkhedda,402,601384.25,190309,0,62,unemployed,married,Yes,3,6,1
Sara,Kasdi,651,422131.29,854532,7,45,employed,single,No,0,5,1
Salima,Henni,412,981283.41,954599,3,42,self-employed,married,No,0,3,1
Djamila,Bouteflika,650,1616462.95,121642,3,46,employed,single,Yes,0,5,1
Farida,Chabbi,390,379634.12,133302,0,34,student,divorced,Yes,3,0,1
Mustafa,Bachir,536,565891.21,186635,0,60,unemployed,married,No,2,6,1
Youssef,Yousfi,425,523956.44,640615,8,58,self-employed,single,Yes,0,6,1
Sofiane,Mokhtar,825,1849117.76,539211,19,46,employed,divorced,Yes,0,3,0
Farida,Rahmani,683,832440.85,66788,13,40,employed,married,Yes,3,2,0
Khaled,Driss,768,1186210.64,616879,0,46,unemployed,married,Yes,4,0,0
Aisha,Zoubida,766,909515.97,86577,16,34,self-employed,married,Yes,0,1,0
Zohra,Zahi,594,337680.68,304237,6,24,self-employed,married,Yes,0,0,0
Youssef,Tabti,701,545008.96,898810,0,43,employed,married,No,5,2,1
Karim,Chetouane,752,1211470.68,337636,0,43,student,married,Yes,1,2,0
Rachid,Amrouche,637,757516.89,203584,20,69,employed,married,Yes,2,6,0
Leila,Remache,624,611055.95,793220,9,52,employed,married,No,1,2,1
Yasmin,Fergani,688,1958379.46,177438,17,35,employed,single,Yes,0,2,0
Aisha,Nouri,395,699888.3,722410,9,56,employed,single,No,0,8,1
Malika,Larbi,475,437469,575158,0,70,student,married,Yes,3,5,1
Samira,Haroun,692,1461471.82,416374,0,49,student,single,Yes,0,3,0
Mohamed,Kandil,752,1311804.23,123509,14,32,employed,single,Yes,0,2,0
Iman,Rafik,549,718320.29,274538,1,48,employed,married,Yes,5,5,1
Mehdi,Haliche,519,669081.36,844567,0,66,student,married,Yes,2,2,1
Farida,Sekkal,651,1657219.48,365942,3,28,employed,married,Yes,0,2,0
Sara,Chebout,654,909968.75,754437,6,30,employed,married,Yes,1,0,1
Aisha,Hammani,679,1177442.49,530560,9,27,self-employed,single,Yes,0,0,1
Iman,Fassi,633,571070.81,348682,0,40,unemployed,single,No,0,4,0
Rachid,Dekkiche,802,1313707.6,592312,0,56,unemployed,single,Yes,0,4,0
Youssef,Tellal,782,1388702.33,461517,0,53,student,married,Yes,5,2,0
Bilal,Daoud,633,424108.6,603271,3,66,employed,single,No,0,1,0
Mustafa,Chenig,692,895846.14,469562,0,26,unemployed,divorced,No,3,0,1
Samira,Hamdani,831,1557434.65,178149,12,30,self-employed,divorced,Yes,0,1,0
Samira,Sadmi,722,1161672.88,264757,13,63,employed,single,No,0,3,1
Leila,Boughanem,366,599358.06,907262,2,25,employed,single,No,0,1,1
Djamila,Sebaa,507,505508.31,942536,0,47,unemployed,divorced,Yes,4,5,1
Mohamed,Hammadi,730,1822820.31,396879,4,22,employed,married,No,0,2,0
Ali,Didouche,799,1004434.5,448467,3,48,self-employed,married,No,0,5,0
Aisha,Mendil,668,662556.39,418610,26,46,self-employed,married,Yes,2,3,1
Farida,Lamouri,655,881856.34,581012,11,58,employed,married,Yes,3,3,1
Sofiane,Souleymane,662,918961.44,427560,4,42,employed,married,No,0,1,0
Bilal,Ziani,638,777910.03,294574,0,60,student,married,No,4,3,0
Mohamed,Yebda,684,1192230.69,109799,13,54,self-employed,married,Yes,4,2,0
Nadia,Sellal,623,914707.96,328866,0,54,unemployed,single,Yes,0,5,0
Nadia,Sellal,663,900286.76,329250,0,55,unemployed,single,Yes,0,3,0
Mohamed,Khoualed,325,360862.58,256473,2,68,employed,single,No,0,3,1
Salima,Khader,443,301622.8,580367,1,25,self-employed,married,No,3,0,1
Rachid,Amrouche,637,731481.58,212518,19,73,employed,married,Yes,3,7,0
Karim,Mezouar,520,555683.46,626952,3,57,self-employed,divorced,No,3,7,1
Said,Ghaouti,681,1182232.65,492999,14,37,self-employed,single,No,0,4,0
Zohra,Cherkaoui,324,878037.9,548685,0,69,student,single,Yes,0,7,1
Mohamed,Lasfar,519,345255.19,800452,0,61,student,married,Yes,2,4,1
Iman,Jebali,622,893617.43,137604,8,64,employed,divorced,No,0,0,1
Amir,Zafour,800,1273388.4,385338,27,45,employed,married,No,0,6,0
Samira,Sadmi,753,1158421.58,266994,14,67,employed,single,Yes,0,5,1
Amir,Meriem,687,1601814.77,443709,13,39,employed,married,Yes,2,3,0
Farida,Chabbi,380,386610.96,144448,0,34,student,divorced,Yes,2,3,1
Samira,Rizki,675,1633284.22,250287,4,23,employed,married,Yes,0,2,0
Mohamed,Kandil,748,1375998.8,120712,14,32,employed,single,Yes,0,1,0
Sara,Azzam,771,1397229.06,216410,11,57,self-employed,single,Yes,0,3,0
Nadia,Hadjar,389,936038.47,711541,6,24,employed,married,Yes,0,0,1
Sara,Lebkiri,624,854028.42,690142,1,60,employed,married,Yes,4,4,1
Nadia,Farhi,710,1008292.66,266528,0,28,unemployed,married,Yes,2,0,1
Farida,Sekkal,712,1623364.56,398119,3,29,employed,married,Yes,1,0,0
Mustafa,Lachachi,779,847475.38,273122,22,42,self-employed,single,Yes,0,5,0
Said,Darwish,670,1479581.4,349913,9,27,self-employed,single,Yes,0,2,1
Mehdi,Haliche,520,730919.1,853668,0,67,student,married,Yes,2,2,1
Ahmed,Maza,476,604184.46,838273,0,48,unemployed,married,No,4,4,1
Amina,Ayad,730,1144383.9,222325,0,54,student,single,Yes,0,3,0
Aisha,Jouini,630,789530.21,699146,3,61,employed,single,No,0,3,1
Sofiane,Jaber,695,715732.61,564895,22,55,self-employed,married,No,2,3,1
Iman,Tebboune,590,684494.26,774559,0,23,unemployed,single,No,0,0,1
Iman,Tebboune,571,752145.2,720547,0,25,unemployed,single,Yes,0,0,1
Leila,Hamidi,701,974631.79,565916,0,41,student,divorced,Yes,0,2,0
Malika,Mehiaoui,786,1220211.52,182206,3,25,employed,divorced,Yes,2,0,0
Omar,Sadji,778,1834980.68,111622,8,61,self-employed,single,Yes,0,5,0
Karim,Mezouar,516,549489.08,625967,3,58,self-employed,divorced,No,0,6,1
Khaled,Idir,755,1439167.64,571916,16,47,employed,single,Yes,0,2,0
Malika,Baghdadi,815,625962.12,425183,5,36,self-employed,married,Yes,0,1,0
Rachid,Kaidi,725,749582.17,206820,24,54,employed,divorced,Yes,1,4,0
Malika,Djebbour,845,1564604.84,412966,0,43,unemployed,married,Yes,2,3,0
Rachid,Toumi,659,954683.11,346675,6,44,self-employed,married,No,3,4,1
Djamila,Lafri,829,913369.8,409055,12,30,employed,single,Yes,0,1,0
Amir,Hakem,810,1549178.91,364444,6,32,employed,divorced,No,1,2,0
Bilal,Ziani,677,765889.3,304614,0,58,student,married,No,1,6,0
Yasmin,Aziz,542,616600.02,508001,2,33,employed,married,Yes,2,0,1
Mohamed,Rzig,590,409146.8,316764,6,57,employed,married,Yes,2,3,0
Lamine,Chouaki,396,310857.53,392964,7,25,employed,married,Yes,3,1,1
Samira,Meklat,794,1621867.93,608089,0,43,unemployed,single,Yes,0,2,0
Lamine,Harbi,682,822862.55,823807,6,43,employed,single,Yes,0,3,0
Sara,Hamdi,789,1902453.84,569849,0,54,unemployed,married,Yes,3,6,0
Nadia,Hadjar,364,937455.58,732509,6,24,employed,married,Yes,0,1,1
Nadia,Farhi,770,1058580.15,257239,0,28,unemployed,married,Yes,1,1,1
Aisha,Zoubida,820,907379.26,88919,14,32,self-employed,married,No,0,1,0
Mustafa,Debiche,850,1901642.06,124140,9,63,employed,married,Yes,0,3,0
Sofiane,Mokhtar,817,1762644.08,547560,21,46,employed,divorced,Yes,4,3,0
Lamine,Mahmoud,642,599952.22,537373,2,44,self-employed,married,Yes,1,2,0
Sofiane,Jaber,694,773054.78,589866,22,51,self-employed,married,No,4,2,1
Djamila,Zahra,609,690523.47,931227,0,60,unemployed,single,Yes,0,4,1
Nadia,Remili,739,1344230.96,616684,0,26,student,married,Yes,1,0,1
Aisha,Sid,624,601510.45,595399,1,38,employed,married,No,3,1,1
Sofiane,Khabat,665,766495.99,830502,0,62,employed,married,No,2,6,1
Khaled,Baraka,337,555332.8,538211,8,31,employed,married,No,0,1,1
Rachid,Bouhired,844,1069838.5,574042,0,49,unemployed,single,Yes,0,4,0
Sara,Chebout,601,898758.19,766774,6,28,employed,married,Yes,0,1,1
Farida,Rahmani,704,897258.71,68892,14,40,employed,married,No,1,5,0
Omar,Chouiter,776,769441.01,616996,25,63,employed,single,No,0,8,0
Farida,Khadda,458,907363.25,574459,0,56,unemployed,married,No,5,4,1
Rachid,Yacine,665,560348.61,664922,6,46,employed,single,No,0,4,1
Sofiane,Baali,846,720597.15,557839,22,52,employed,divorced,Yes,3,3,0
Rachid,Amrouche,679,727384.03,200562,20,73,employed,married,No,3,7,0
Mohamed,Rzig,596,414654.79,316696,6,60,employed,married,Yes,3,3,0
Ali,Yakoub,725,1013220.92,429662,0,22,unemployed,single,Yes,0,1,0
Rachid,Kaci,817,1782684.89,251219,9,49,employed,married,Yes,5,1,0
Yasmin,Mokhtari,444,829815.67,749869,0,32,student,married,No,1,2,1
Farida,Khadda,447,918816.81,581987,0,55,unemployed,married,Yes,2,5,1
Mohamed,Fellag,769,1262259.24,477073,6,58,self-employed,married,Yes,0,4,0
Iman,Moussaoui,445,789708.35,657765,0,55,student,married,No,2,4,1
Khaled,Reguigui,732,1745256.18,180990,16,56,employed,married,Yes,2,3,0
Bilal,Nasri,610,384758.5,659510,3,42,employed,married,No,4,1,1
Djamila,Layadi,695,761059.56,260321,5,49,self-employed,single,Yes,0,2,0
Mehdi,Hamou,753,1083810.52,164064,9,52,self-employed,married,Yes,1,1,0
Mohamed,Lasfar,526,351409.73,824775,0,60,student,married,No,5,5,1
Youssef,Mimouni,812,827828.83,383812,0,34,student,married,Yes,0,3,0
Ahmed,Saadoune,463,943076.78,452798,7,25,employed,single,Yes,0,1,0
Leila,Chabane,649,725359.05,252777,1,66,employed,divorced,Yes,0,2,0
Said,Badi,477,362808.05,434243,7,65,employed,single,Yes,0,5,1
Mohamed,Idris,817,911455.99,286280,28,59,employed,single,No,0,6,0
Farida,Touati,474,381246.43,349678,7,55,self-employed,single,Yes,0,6,1
Amir,Tarek,567,834547.69,421781,1,28,employed,married,No,2,1,0
Aisha,Mendil,638,640921.35,402227,26,44,self-employed,married,Yes,1,2,1
Iman,Jebali,606,854069.25,135222,8,58,employed,divorced,No,5,3,1
Amir,Tarek,543,911455.44,454049,1,27,employed,married,No,2,1,0
Amir,Belkacem,764,989201.28,262629,5,31,self-employed,single,No,0,1,0
Said,Djeghloul,534,848797.92,668505,3,57,self-employed,married,Yes,0,3,1
Sara,Zabar,666,699940.77,667708,0,53,self-employed,single,Yes,0,4,1
Aisha,Sid,657,599921.71,576413,1,35,employed,married,Yes,3,2,1
Sofiane,Drif,461,884644.61,288357,7,25,employed,single,No,0,0,0
Khadija,Karam,675,828971.89,609758,5,35,employed,divorced,No,4,1,1
Ali,Yakoub,708,989941.2,444444,0,23,unemployed,single,No,0,1,0
Ahmed,Ghanem,683,1288315.44,125029,16,69,self-employed,single,Yes,0,6,0
Lamine,Berrabah,383,490024.16,690335,1,68,employed,single,No,0,5,1
Said,Darwish,648,1494292.75,361094,9,27,self-employed,single,No,0,0,1
Mehdi,Ghazali,696,1405593.49,174596,9,40,self-employed,single,Yes,0,0,1
