first_name,last_name,credit_score,annual_income,loan_amount,employment_duration,Age,EmploymentStatus,MaritalStatus,Vehicle_Ownership,Children_Count,Previous_Loan_Count,default
Farida,Chabbi,385.0,371247.0,,0.0,33.0,student,divorced,No,2.0,0.0,1
Mustafa,Chenig,681.0,892786.0,450000.0,0.0,26.0,unemployed,divorced,No,0.0,1.0,1
Mohamed,Derradji,398.0,339879.0,710000.0,6.0,58.0,self-employed,single,No,0.0,2.0,1
Lamine,Kamel,391.0,980558.0,930000.0,0.0,53.0,unemployed,married,Yes,2.0,8.0,1
Leila,Tounsi,752.0,1732654.0,640000.0,0.0,30.0,unemployed,single,,0.0,,1
Ahmed,Dali,556.0,580075.0,300000.0,3.0,62.0,self-employed,married,,3.0,5.0,0
Lamine,Rahim,532.0,,540000.0,9.0,56.0,employed,married,Yes,4.0,5.0,0
Iman,Djellab,502.0,966144.0,910000.0,8.0,40.0,employed,,Yes,3.0,1.0,0
Aisha,Younes,742.0,1061296.0,450000.0,29.0,69.0,employed,married,Yes,3.0,7.0,0
Salima,Maachi,726.0,1122206.0,510000.0,0.0,37.0,student,married,Yes,0.0,0.0,0
Iman,Tebboune,566.0,718991.0,,0.0,24.0,unemployed,single,No,0.0,3.0,1
Youssef,Bentoumi,837.0,1132828.0,290000.0,0.0,41.0,student,married,Yes,0.0,4.0,0
Omar,,,,500000.0,5.0,45.0,employed,,,3.0,3.0,0
Mohamed,Rachidi,723.0,1422713.0,350000.0,19.0,54.0,employed,married,No,2.0,4.0,0
Ali,Safir,333.0,857154.0,250000.0,1.0,45.0,employed,married,Yes,3.0,0.0,1
Salima,Ferhat,343.0,,740000.0,5.0,32.0,employed,married,Yes,0.0,,1
Sara,Zemmouri,637.0,986010.0,700000.0,0.0,70.0,unemployed,married,Yes,0.0,,1
Farida,Sekkal,685.0,1704873.0,380000.0,3.0,29.0,employed,married,Yes,2.0,1.0,0
Mohamed,Rzig,,401377.0,330000.0,6.0,57.0,employed,married,Yes,0.0,1.0,0
Karim,,540.0,539578.0,650000.0,3.0,59.0,self-employed,divorced,No,0.0,2.0,1
Youssef,Tamine,560.0,731783.0,540000.0,8.0,61.0,employed,married,Yes,0.0,4.0,1
Iman,Fassi,661.0,,360000.0,0.0,41.0,unemployed,single,Yes,0.0,,0
Amina,Ayad,758.0,1140693.0,220000.0,0.0,,student,,Yes,0.0,4.0,0
Amir,Lounis,454.0,751891.0,910000.0,,69.0,employed,single,No,0.0,5.0,1
Khaled,Driss,756.0,1226371.0,620000.0,0.0,,unemployed,married,Yes,1.0,5.0,0
Mohamed,Yebda,686.0,,110000.0,13.0,,self-employed,married,,1.0,4.0,0
Aisha,Mendil,670.0,652705.0,410000.0,27.0,46.0,self-employed,married,No,3.0,1.0,1
Karim,Messaoud,738.0,,500000.0,16.0,50.0,employed,divorced,Yes,3.0,3.0,0
Zohra,Bencherif,780.0,772688.0,510000.0,9.0,39.0,self-employed,married,Yes,0.0,3.0,0
Said,Maamri,825.0,,170000.0,16.0,67.0,employed,married,,0.0,2.0,0
,Ammari,620.0,1020046.0,370000.0,4.0,39.0,employed,divorced,Yes,0.0,3.0,0
Samira,Rizki,671.0,1704337.0,240000.0,4.0,23.0,employed,married,Yes,0.0,0.0,0
Iman,Sahraoui,656.0,1392889.0,110000.0,4.0,56.0,self-employed,single,Yes,0.0,,0
Bilal,Bettahar,705.0,1456583.0,500000.0,17.0,37.0,employed,married,,1.0,2.0,1
Sara,Lebkiri,625.0,828888.0,670000.0,1.0,62.0,employed,married,No,0.0,1.0,1
Aisha,Maiza,391.0,798962.0,700000.0,0.0,57.0,unemployed,single,,0.0,4.0,1
Yasmin,Lakhdar,327.0,388189.0,430000.0,3.0,54.0,employed,married,No,5.0,4.0,1
,Saadoune,454.0,960770.0,450000.0,7.0,25.0,employed,,Yes,0.0,0.0,0
Said,Souag,300.0,658655.0,210000.0,2.0,54.0,employed,married,Yes,3.0,2.0,1
Mehdi,Medjadj,316.0,266342.0,670000.0,6.0,35.0,employed,married,Yes,3.0,5.0,1
Sara,Brahimi,664.0,738575.0,430000.0,1.0,42.0,employed,single,Yes,0.0,2.0,0
Lamine,Berrabah,370.0,509040.0,680000.0,1.0,69.0,employed,single,No,0.0,5.0,1
Karim,Saidi,557.0,420642.0,870000.0,,41.0,unemployed,single,,0.0,1.0,1
Zohra,Merabet,509.0,737503.0,240000.0,6.0,29.0,employed,married,No,1.0,3.0,0
Khaled,Zaabat,504.0,350182.0,780000.0,3.0,28.0,employed,divorced,,2.0,1.0,1
Bilal,Slimani,555.0,624618.0,600000.0,9.0,47.0,self-employed,married,No,3.0,2.0,1
Rachid,Hamek,592.0,925724.0,420000.0,4.0,,employed,married,No,2.0,,1
Malika,,537.0,410875.0,435000.0,0.0,54.0,student,single,No,0.0,3.0,1
Mehdi,Boularas,454.0,381486.0,310000.0,8.0,69.0,employed,,No,5.0,5.0,1
Youssef,Ameur,666.0,889288.0,370000.0,4.0,33.0,employed,single,Yes,0.0,0.0,0
Karim,Maroc,768.0,1377850.0,590000.0,5.0,43.0,employed,married,Yes,1.0,1.0,0
Nadia,Badani,700.0,722834.0,100000.0,25.0,43.0,employed,married,,5.0,2.0,0
Leila,Chabane,662.0,703070.0,250000.0,1.0,67.0,employed,divorced,No,3.0,4.0,0
Sofiane,,841.0,1179811.0,580000.0,9.0,51.0,employed,single,Yes,0.0,6.0,0
Mehdi,Amrani,308.0,909817.0,240000.0,7.0,59.0,employed,single,Yes,0.0,5.0,1
Aisha,Jouini,616.0,805984.0,,3.0,59.0,employed,single,,0.0,2.0,1
Amina,Gacemi,738.0,805627.0,620000.0,23.0,66.0,employed,single,Yes,,4.0,0
Aisha,Mallek,802.0,1326336.0,550000.0,3.0,29.0,employed,single,No,0.0,,1
Khaled,Idir,784.0,1413674.0,590000.0,16.0,48.0,employed,single,No,0.0,,0
Ali,Harrouche,717.0,1451413.0,420000.0,0.0,48.0,unemployed,married,Yes,5.0,3.0,0
,,809.0,1398890.0,460000.0,0.0,55.0,student,married,Yes,1.0,1.0,0
Sofiane,Souleymane,671.0,958114.0,435000.0,4.0,42.0,employed,married,,1.0,1.0,0
Samira,Haroun,716.0,1488117.0,430000.0,0.0,51.0,student,single,Yes,,5.0,0
Nadia,Sellal,634.0,875729.0,320000.0,0.0,54.0,unemployed,single,Yes,0.0,5.0,0
Amina,Sebbar,791.0,1889929.0,370000.0,12.0,49.0,employed,married,Yes,3.0,3.0,0
Omar,Salim,531.0,340300.0,160000.0,3.0,68.0,self-employed,single,No,0.0,6.0,1
Sofiane,Jaber,713.0,748852.0,,21.0,54.0,self-employed,,No,1.0,2.0,1
Lamine,,382.0,323588.0,380000.0,8.0,26.0,employed,married,No,0.0,1.0,1
Sara,Arabi,623.0,967970.0,440000.0,2.0,47.0,employed,,Yes,0.0,1.0,0
Samira,Makoudi,607.0,795464.0,580000.0,8.0,40.0,self-employed,single,Yes,,3.0,1
Said,Badache,754.0,1129445.0,390000.0,0.0,25.0,student,married,No,1.0,1.0,1
Samira,Lemmouchia,614.0,266559.0,420000.0,6.0,56.0,employed,single,No,0.0,3.0,1
Rachid,Amrouche,659.0,738230.0,210000.0,20.0,70.0,employed,married,No,4.0,3.0,0
Khadija,Khalil,357.0,573653.0,910000.0,2.0,38.0,employed,single,No,0.0,1.0,1
Salima,Koudri,727.0,1784921.0,420000.0,14.0,65.0,employed,,Yes,0.0,6.0,0
,Zeghdane,623.0,712748.0,730000.0,0.0,49.0,unemployed,single,Yes,0.0,4.0,0
Rachid,Sari,592.0,787383.0,370000.0,4.0,51.0,employed,married,No,1.0,4.0,1
Malika,Merbah,763.0,796843.0,190000.0,18.0,50.0,employed,single,Yes,0.0,5.0,0
Zohra,Cherkaoui,332.0,893871.0,540000.0,0.0,67.0,student,single,No,0.0,4.0,1
Zohra,Aouameur,526.0,388789.0,660000.0,5.0,27.0,employed,married,No,,1.0,1
Aisha,Nouri,381.0,718250.0,730000.0,9.0,56.0,employed,single,No,0.0,3.0,1
Sara,Naoufel,452.0,479599.0,560000.0,0.0,,student,married,No,3.0,3.0,1
Lamine,Zerbo,693.0,,430000.0,16.0,58.0,self-employed,divorced,,,2.0,0
Malika,Djebbour,816.0,1603734.0,420000.0,0.0,45.0,unemployed,married,Yes,0.0,5.0,0
Sofiane,Tazi,716.0,948258.0,490000.0,0.0,50.0,unemployed,married,No,2.0,7.0,1
Yasmin,Souissi,845.0,1559625.0,410000.0,21.0,70.0,employed,married,No,5.0,4.0,0
,Khoualed,310.0,348165.0,250000.0,2.0,67.0,employed,single,No,0.0,5.0,1
Ahmed,Bouziane,732.0,745418.0,420000.0,0.0,52.0,unemployed,married,No,0.0,2.0,0
Mehdi,Saadi,726.0,876099.5,290000.0,12.0,56.0,employed,single,No,0.0,2.0,0
Samira,Zaki,789.0,,340000.0,13.0,54.0,employed,married,Yes,0.0,5.0,0
Farida,Rahmani,703.0,876099.5,70000.0,14.0,42.0,employed,married,Yes,,1.0,0
Iman,,624.0,343109.0,410000.0,7.0,53.0,employed,divorced,Yes,,2.0,0
Rachid,,697.0,579985.0,660000.0,6.0,44.0,employed,single,Yes,0.0,3.0,1
Yasmin,Hassani,451.0,468096.0,820000.0,8.0,54.0,employed,married,,2.0,,1
Malika,Mehiaoui,766.0,1245700.0,,3.0,24.0,employed,divorced,No,0.0,0.0,0
Salima,Haouas,653.0,992993.0,860000.0,4.0,39.0,employed,single,,0.0,2.0,0
Fatima,Sahli,671.0,876099.5,330000.0,14.0,46.0,self-employed,divorced,Yes,2.0,3.0,0
Mustafa,Bachir,564.0,554949.0,180000.0,0.0,63.0,unemployed,married,No,2.0,2.0,1
Salima,Benziane,671.0,997627.0,230000.0,0.0,52.0,student,married,Yes,2.0,4.0,1
Sara,Achi,685.0,342356.0,500000.0,0.0,24.0,student,single,No,0.0,1.0,1
Said,Lalaoui,678.0,506333.0,540000.0,3.0,61.0,employed,married,Yes,2.0,3.0,1
Rachid,Kader,627.0,967127.0,500000.0,5.0,67.0,employed,single,Yes,0.0,5.0,0
Djamila,Sebaa,485.0,489149.0,950000.0,,45.0,unemployed,divorced,,4.0,1.0,1
Djamila,Bouteflika,682.0,1656870.0,120000.0,3.0,47.0,employed,single,Yes,0.0,3.0,1
Mustafa,Ouchène,671.0,1267889.0,510000.0,0.0,68.0,student,married,No,3.0,3.0,0
Khaled,Djemai,661.0,1910394.0,620000.0,15.0,43.0,employed,,Yes,0.0,3.0,0
Zohra,Salmi,651.0,929337.0,610000.0,8.0,44.0,employed,married,No,,2.0,1
Sara,Mandi,675.0,1815370.0,270000.0,2.0,23.0,employed,single,Yes,0.0,0.0,0
Nadia,Messaoudi,569.0,719489.0,,7.0,48.0,employed,married,,1.0,5.0,0
Fatima,Benmansour,793.0,695985.0,,0.0,47.0,unemployed,married,No,3.0,2.0,0
Djamila,Boumaza,591.0,286424.0,660000.0,0.0,23.0,unemployed,divorced,No,1.0,1.0,1
Said,Rabah,367.0,906549.0,250000.0,1.0,47.0,employed,single,No,0.0,4.0,1
Said,Ghaouti,708.0,1127262.0,480000.0,14.0,38.0,self-employed,single,Yes,0.0,3.0,0
Djamila,Zahra,638.0,666098.0,920000.0,0.0,61.0,unemployed,,Yes,0.0,4.0,1
Khaled,Reguigui,762.0,1785343.0,180000.0,17.0,54.0,employed,married,Yes,1.0,4.0,0
Rachid,Rahal,651.0,1198246.0,,12.0,30.0,employed,married,Yes,1.0,0.0,1
Omar,Chouiter,,744384.0,640000.0,24.0,64.0,employed,single,No,0.0,6.0,0
Amina,Mimoun,700.0,1444582.0,70000.0,28.0,69.0,employed,married,No,3.0,6.0,1
Amina,Riahi,669.0,935300.0,270000.0,1.0,,employed,married,,0.0,5.0,0
Iman,Rafik,532.0,752644.0,280000.0,1.0,50.0,employed,married,No,1.0,4.0,1
Zohra,Gasmia,787.0,1071777.0,250000.0,29.0,63.0,employed,married,No,3.0,6.0,0
Iman,Selmani,641.0,667193.18,703501.0,1.0,61.0,self-employed,married,Yes,2.0,4.0,0
Karim,Maroc,752.0,,568660.0,5.0,45.0,employed,married,No,0.0,3.0,0
Lamine,,727.0,1793867.8,437334.0,16.0,59.0,self-employed,divorced,,3.0,4.0,0
Iman,Rachedi,822.0,859951.27,90354.0,29.0,62.0,self-employed,single,No,0.0,6.0,0
Mohamed,Nassif,523.0,376570.63,592633.0,0.0,,unemployed,divorced,,3.0,9.0,1
Nadia,Ighil,699.0,1796318.7,,24.0,52.0,employed,married,No,1.0,2.0,0
Malika,Mehiaoui,791.0,1244919.24,183200.0,3.0,23.0,employed,divorced,Yes,1.0,0.0,0
Amina,Bensaada,748.0,1552130.12,493383.0,0.0,22.0,student,divorced,Yes,0.0,0.0,1
Sara,Azzam,734.0,,218803.0,11.0,58.0,self-employed,single,No,0.0,3.0,0
Amir,Zafour,781.0,1286923.06,405205.0,24.0,42.0,employed,married,Yes,0.0,,0
Malika,Larbi,471.0,414816.39,578463.0,0.0,71.0,student,married,Yes,1.0,4.0,1
Bilal,Mekki,662.0,632103.42,145056.0,7.0,35.0,employed,married,No,4.0,1.0,0
Yasmin,Haffaf,683.0,751345.52,523534.0,0.0,48.0,student,single,No,0.0,4.0,1
,Bouziane,716.0,,418301.0,0.0,53.0,unemployed,married,No,,4.0,0
Karim,Kebir,736.0,1396906.29,309506.0,0.0,33.0,student,single,Yes,0.0,4.0,1
Lamine,Antar,676.0,1549272.88,72533.0,0.0,29.0,student,married,Yes,2.0,1.0,0
Lamine,Harbi,695.0,816791.4,843600.0,6.0,43.0,employed,single,Yes,,2.0,0
Nadia,Kahlouche,513.0,449111.75,444245.0,,48.0,student,married,Yes,2.0,1.0,1
Rachid,Daoudi,729.0,1316376.7,597711.0,7.0,,employed,married,No,1.0,8.0,0
Iman,Sahraoui,668.0,1412700.08,114883.0,4.0,59.0,self-employed,single,No,0.0,9.0,0
Mohamed,Khoualed,300.0,339182.45,242855.0,2.0,64.0,employed,single,No,0.0,5.0,1
Zohra,Merabet,508.0,708714.3,230392.0,6.0,28.0,employed,married,No,0.0,1.0,0
,Serour,442.0,453521.19,286720.0,0.0,43.0,student,single,Yes,0.0,2.0,1
,Zabar,643.0,695908.48,701520.0,0.0,54.0,self-employed,single,No,0.0,4.0,1
Aisha,Seridi,581.0,432458.17,426278.0,,64.0,employed,married,Yes,3.0,7.0,1
Mehdi,Bakir,501.0,602981.06,366507.0,0.0,24.0,unemployed,single,No,0.0,0.0,1
Nadia,Agha,706.0,1779719.09,143185.0,18.0,63.0,self-employed,married,Yes,2.0,2.0,0
Amina,Hachi,682.0,749390.87,441364.0,7.0,28.0,self-employed,single,No,0.0,2.0,0
,Laroussi,697.0,1122968.15,332154.0,12.0,62.0,employed,single,Yes,0.0,7.0,0
Samira,Sadmi,728.0,1128149.41,259139.0,13.0,,employed,single,Yes,0.0,4.0,1
Omar,Salim,517.0,343810.39,,3.0,71.0,self-employed,single,Yes,0.0,9.0,1
Sofiane,Khabat,661.0,756404.25,,0.0,60.0,employed,married,No,,5.0,1
,Tabti,718.0,552345.33,911463.0,0.0,46.0,employed,married,,2.0,2.0,1
,Lamara,667.0,1067250.68,527827.0,28.0,64.0,employed,single,Yes,0.0,6.0,1
Salima,Ounas,845.0,1185512.38,191949.0,5.0,23.0,self-employed,married,Yes,0.0,0.0,0
Salima,Ferhat,329.0,618426.81,748118.0,5.0,34.0,employed,married,No,2.0,3.0,1
Sofiane,,734.0,959393.29,,0.0,49.0,unemployed,married,Yes,1.0,4.0,1
Mehdi,Amrani,300.0,883406.16,237626.0,7.0,56.0,employed,single,,0.0,5.0,1
Karim,Mecheri,672.0,823321.27,285834.0,0.0,68.0,student,married,No,2.0,6.0,1
,Karoui,627.0,523207.64,,8.0,,employed,married,Yes,0.0,5.0,0
Omar,Sadji,808.0,1824127.19,104784.0,8.0,63.0,self-employed,single,Yes,,0.0,0
Farida,Lamouri,713.0,850149.26,628357.0,11.0,55.0,employed,married,No,1.0,4.0,1
Djamila,Laouar,714.0,746033.67,636597.0,0.0,29.0,student,divorced,Yes,2.0,1.0,1
Omar,Chouiter,779.0,777586.2,645549.0,23.0,66.0,employed,single,Yes,0.0,5.0,0
Mohamed,Rachidi,702.0,1385594.42,340256.0,20.0,52.0,employed,married,No,3.0,2.0,0
Bilal,Aribi,737.0,1302969.94,474050.0,16.0,37.0,self-employed,married,No,2.0,2.0,0
Zohra,Zahi,596.0,327870.07,319772.0,6.0,24.0,self-employed,married,No,0.0,0.0,0
Samira,Zaki,769.0,1290548.32,335111.0,13.0,51.0,employed,married,,0.0,4.0,0
Iman,Ghoul,722.0,1319325.26,360920.0,6.0,24.0,employed,,Yes,0.0,1.0,0
Nadia,Remili,777.0,1276697.19,573392.0,0.0,27.0,student,married,Yes,1.0,0.0,1
Khadija,Ghomari,846.0,646108.85,466388.0,0.0,57.0,unemployed,single,,0.0,5.0,1
,Hachoud,828.0,1165858.76,448522.0,0.0,45.0,student,married,,,2.0,0
Sara,Kasdi,628.0,417727.7,873741.0,7.0,44.0,employed,single,No,0.0,0.0,1
Farida,Akkouche,561.0,919248.28,,6.0,24.0,self-employed,,No,0.0,3.0,1
Aisha,Younes,744.0,1093415.05,468132.0,30.0,71.0,employed,married,Yes,5.0,4.0,0
Youssef,Ameur,675.0,895007.16,352769.0,4.0,32.0,employed,single,Yes,0.0,0.0,0
Ali,Harrouche,720.0,1515707.36,415453.0,0.0,47.0,unemployed,married,,,3.0,0
Said,,812.0,1018188.21,77163.0,14.0,53.0,employed,,Yes,2.0,2.0,0
Sofiane,Zerrouki,814.0,1209140.81,593882.0,9.0,53.0,employed,single,Yes,0.0,2.0,0
Amina,Hachi,,782488.57,422211.0,7.0,28.0,self-employed,single,Yes,0.0,0.0,0
Mohamed,Idris,789.0,951155.22,281897.0,27.0,63.0,employed,,Yes,0.0,3.0,0
Samira,Karoui,629.0,567905.0,458164.0,8.0,67.0,employed,married,No,2.0,5.0,0
Sara,Zemmouri,624.0,1024932.44,704685.0,0.0,68.0,unemployed,married,No,4.0,10.0,1
Ahmed,Mebrouk,729.0,1669859.76,251303.0,13.0,31.0,employed,divorced,Yes,0.0,,0
Zohra,Aouameur,546.0,377800.3,674525.0,5.0,28.0,employed,married,No,1.0,0.0,1
Ali,LouCIF,692.0,885082.56,582048.0,9.0,39.0,self-employed,married,Yes,2.0,1.0,0
Rachid,Rahal,657.0,,388730.0,12.0,30.0,employed,married,Yes,0.0,1.0,1
Ahmed,,,1397255.15,,11.0,47.0,self-employed,single,No,0.0,1.0,1
Djamila,Laouar,709.0,798248.47,618807.0,,31.0,student,divorced,Yes,0.0,1.0,1
Sara,Chih,336.0,,923261.0,0.0,38.0,unemployed,married,No,0.0,1.0,1
Lamine,Seddiki,828.0,762946.41,633117.0,3.0,21.0,self-employed,,Yes,0.0,0.0,0
Zohra,Merabet,498.0,716467.35,246232.0,6.0,29.0,employed,married,No,2.0,1.0,0
Nadia,Badani,733.0,690585.79,99655.0,23.0,41.0,employed,,Yes,1.0,4.0,0
Fatima,Khalfaoui,537.0,332737.58,780127.0,0.0,60.0,unemployed,married,No,2.0,3.0,1
Iman,Kashi,410.0,380799.64,,5.0,23.0,employed,married,No,0.0,0.0,1
Leila,Djelloul,816.0,661350.24,199046.0,4.0,22.0,self-employed,single,,0.0,0.0,0
Bilal,Nait,704.0,,191092.0,2.0,46.0,employed,divorced,Yes,1.0,1.0,0
Said,Lalaoui,654.0,482294.14,536048.0,3.0,58.0,employed,married,No,2.0,3.0,1
Amina,Bahloul,616.0,777380.77,485617.0,0.0,47.0,,single,,0.0,2.0,1
Rachid,Hamek,618.0,945521.69,402781.0,4.0,39.0,employed,married,,4.0,2.0,1
Aisha,Khaldoun,635.0,1475159.81,280797.0,0.0,31.0,unemployed,,Yes,,,1
Mehdi,Haliche,510.0,680307.15,810094.0,0.0,68.0,student,married,No,4.0,3.0,1
Fatima,Taleb,579.0,772306.04,271325.0,9.0,36.0,employed,married,Yes,2.0,6.0,0
Youssef,El Amine,729.0,1167572.96,138916.0,15.0,37.0,employed,married,No,2.0,1.0,0
Zohra,Chibane,843.0,992964.95,456328.0,2.0,24.0,employed,single,No,0.0,0.0,0
Karim,Mecheri,644.0,788040.45,286395.0,0.0,72.0,student,married,,0.0,4.0,1
Farida,Sekkal,655.0,1635318.26,376183.0,3.0,28.0,employed,married,Yes,2.0,0.0,0
Farida,Touati,469.0,389708.48,345863.0,7.0,54.0,self-employed,single,Yes,,5.0,1
Mustafa,Lamara,687.0,1090300.07,508085.0,28.0,63.0,employed,single,No,0.0,3.0,1
Zohra,Bencherif,792.0,799086.68,525729.0,9.0,38.0,self-employed,married,No,3.0,3.0,0
,Chebout,629.0,875630.97,795812.0,6.0,,employed,married,Yes,2.0,0.0,1
Fatima,Sahnoun,671.0,874758.16,79205.0,23.0,46.0,employed,divorced,No,0.0,3.0,0
Bilal,Chemakh,372.0,833841.53,816590.0,5.0,52.0,employed,married,Yes,3.0,3.0,1
Lamine,Berrabah,354.0,521211.55,648207.0,1.0,71.0,employed,single,Yes,0.0,4.0,1
Amina,Riahi,637.0,894784.71,272848.0,1.0,61.0,employed,married,Yes,3.0,6.0,0
Aisha,Khaldoun,673.0,1533172.63,284479.0,0.0,30.0,unemployed,single,Yes,0.0,1.0,1
Malika,Merbah,747.0,766732.29,191422.0,19.0,52.0,employed,single,,0.0,2.0,0
Said,Allam,482.0,493677.25,506310.0,5.0,55.0,employed,single,Yes,,3.0,0
Omar,Amazigh,525.0,769138.27,127796.0,8.0,51.0,employed,married,No,0.0,,0
Youssef,Ameur,650.0,864834.38,,4.0,,employed,single,No,0.0,,0
Farida,Mazouni,818.0,1538014.29,100930.0,6.0,27.0,employed,married,Yes,0.0,0.0,0
Rachid,Boujellal,644.0,1277953.48,110545.0,27.0,60.0,self-employed,divorced,Yes,1.0,3.0,0
Djamila,Boumaza,594.0,298731.19,662350.0,0.0,22.0,unemployed,divorced,Yes,1.0,1.0,1
Khaled,Meziani,440.0,672992.61,673577.0,3.0,23.0,employed,married,No,0.0,1.0,1
Khadija,Nadir,815.0,1528911.77,509579.0,16.0,57.0,employed,married,Yes,1.0,2.0,0
Yasmin,,358.0,838011.69,,9.0,,employed,divorced,Yes,3.0,1.0,1
Sara,,850.0,1455005.44,611061.0,5.0,67.0,self-employed,married,No,2.0,2.0,0
Ahmed,Demir,693.0,1130395.62,219179.0,15.0,55.0,employed,married,No,3.0,2.0,0
Lamine,Keffi,762.0,1189346.34,595606.0,,39.0,employed,married,No,0.0,0.0,0
Malika,Larbi,490.0,445284.86,596439.0,0.0,70.0,student,married,No,2.0,4.0,1
Sofiane,Chaib,743.0,1220393.67,219676.0,0.0,44.0,student,married,Yes,0.0,4.0,0
Sofiane,Kaddour,737.0,884980.14,448908.0,8.0,26.0,employed,single,Yes,0.0,1.0,1
Mohamed,Idris,808.0,929909.55,279088.0,28.0,59.0,employed,single,No,0.0,3.0,0
Lamine,,388.0,981966.35,899959.0,0.0,50.0,unemployed,married,No,0.0,5.0,1
Zohra,Salmi,681.0,952060.2,597626.0,8.0,43.0,employed,married,Yes,2.0,1.0,1
Sara,Kasdi,686.0,417807.48,876013.0,7.0,44.0,employed,single,Yes,0.0,2.0,1
Ahmed,Maza,458.0,636065.86,851373.0,,48.0,unemployed,married,Yes,1.0,5.0,1
Aisha,Leghlimi,440.0,664347.73,259348.0,0.0,32.0,unemployed,divorced,No,2.0,1.0,1
Sofiane,Allaoua,661.0,1412143.5,571912.0,25.0,50.0,employed,married,No,0.0,6.0,0
Khaled,Sadi,848.0,1704010.64,197945.0,16.0,60.0,employed,married,Yes,3.0,8.0,0
Said,Azzouz,768.0,1038130.7,80991.0,16.0,52.0,employed,married,No,5.0,4.0,0
Mustafa,Hamouche,352.0,483021.87,540380.0,6.0,60.0,employed,divorced,No,,4.0,1
Zohra,Ammari,640.0,1048931.29,359429.0,4.0,40.0,employed,divorced,No,5.0,2.0,0
Lamine,Berrabah,374.0,486944.25,691129.0,1.0,70.0,employed,single,No,0.0,9.0,1
Sara,,678.0,667453.02,641443.0,0.0,52.0,self-employed,single,No,0.0,2.0,1
Bilal,Daoud,,404140.64,583053.0,3.0,69.0,employed,single,No,0.0,0.0,0
Sofiane,Merzoug,382.0,856926.43,829043.0,2.0,53.0,self-employed,,,0.0,2.0,1
Khadija,,671.0,781814.57,623416.0,5.0,38.0,employed,,Yes,5.0,3.0,1
Zohra,Cherkaoui,321.0,893572.51,554749.0,0.0,68.0,student,single,Yes,0.0,8.0,1
Said,Lalaoui,680.0,500612.79,515388.0,3.0,64.0,employed,married,No,3.0,5.0,1
Youssef,Mimouni,802.0,840115.45,383058.0,0.0,33.0,student,married,No,,2.0,0
Yasmin,Souissi,850.0,1555410.07,416105.0,22.0,68.0,employed,married,No,2.0,5.0,0
Ahmed,Boulahia,687.0,,516947.0,0.0,60.0,unemployed,married,No,2.0,4.0,0
Mohamed,Nassif,,381025.99,581469.0,0.0,55.0,unemployed,divorced,No,,1.0,1
Sara,Kasdi,682.0,387626.29,886844.0,7.0,45.0,employed,single,No,,4.0,1
Karim,Maroc,781.0,1349811.2,573228.0,5.0,42.0,employed,married,No,1.0,4.0,0
Nadia,Sellal,632.0,894387.18,315173.0,0.0,54.0,unemployed,single,No,0.0,2.0,0
Sara,Azzam,743.0,1466053.99,216523.0,11.0,57.0,self-employed,single,Yes,0.0,4.0,0
Mohamed,Lasfar,,,780033.0,0.0,61.0,student,married,No,1.0,7.0,1
Karim,Taibi,459.0,880422.17,164551.0,6.0,39.0,employed,married,Yes,1.0,4.0,0
Ahmed,Tekfa,676.0,659723.1,429700.0,0.0,62.0,unemployed,married,No,4.0,,0
Aisha,Younes,708.0,1057299.12,433094.0,29.0,69.0,employed,married,No,2.0,4.0,0
Farida,Tawati,840.0,1782252.56,261504.0,0.0,24.0,unemployed,single,Yes,0.0,1.0,0
,LouCIF,654.0,869809.9,608210.0,9.0,,self-employed,married,No,0.0,3.0,0
Mohamed,,745.0,1945893.06,390364.0,6.0,24.0,employed,married,,0.0,1.0,0
Mustafa,Cherki,436.0,930357.17,669453.0,0.0,27.0,unemployed,divorced,,2.0,1.0,1
Omar,Chouiter,763.0,727992.5,660820.0,24.0,61.0,employed,single,Yes,0.0,1.0,0
Amina,Bensaada,794.0,1610720.06,500657.0,0.0,,student,divorced,Yes,0.0,0.0,0
Sofiane,Baali,850.0,710175.81,557860.0,21.0,50.0,employed,divorced,No,2.0,2.0,0
Sara,Guesmi,799.0,1176059.31,444042.0,0.0,42.0,unemployed,single,No,0.0,3.0,0
Lamine,,789.0,998423.72,256535.0,20.0,38.0,employed,married,,2.0,2.0,0
Rachid,Bouhired,820.0,1067612.97,580445.0,0.0,48.0,unemployed,,No,0.0,2.0,0
Sara,Naoufel,433.0,455956.63,567511.0,0.0,65.0,student,married,No,0.0,3.0,1
Ahmed,Zekri,817.0,,389855.0,4.0,22.0,employed,divorced,Yes,,0.0,0
Bilal,Chaker,847.0,765783.83,,7.0,29.0,employed,single,No,0.0,0.0,0
Yasmin,Kermali,346.0,569193.98,227620.0,6.0,38.0,employed,single,Yes,,0.0,1
Zohra,Merabet,488.0,761035.82,241427.0,6.0,30.0,employed,,Yes,1.0,0.0,0
Nadia,Agha,715.0,1779984.78,145169.0,18.0,64.0,self-employed,married,Yes,2.0,2.0,0
Zohra,Meddah,517.0,383619.12,313465.0,3.0,56.0,employed,single,No,0.0,4.0,1
Leila,Hamidi,689.0,,580815.0,0.0,40.0,student,divorced,No,2.0,3.0,0
Iman,Sahraoui,683.0,1349368.16,113237.0,4.0,56.0,self-employed,single,No,0.0,2.0,0
,Khadda,455.0,879871.48,560342.0,0.0,54.0,unemployed,married,Yes,2.0,6.0,1
